"file","date","time","datetime","direction","antenna","tag","tag_short","year"
"04_08_14.TXT",2014-04-04,"19:43:44.65",2014-04-04 19:43:44.65,"direction unknown","A1","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-04,"19:43:48.15",2014-04-04 19:43:48.15,"direction unknown","A1","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-04,"19:43:49.73",2014-04-04 19:43:49.73,"direction unknown","A1","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-04,"19:43:49.82",2014-04-04 19:43:49.81,"direction unknown","A1","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-04,"19:43:50.33",2014-04-04 19:43:50.32,"direction unknown","A1","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-04,"19:43:50.65",2014-04-04 19:43:50.65,"direction unknown","A1","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-04,"19:43:59.32",2014-04-04 19:43:59.31,"direction unknown","A1","900_226000080345","000080345","2014"
"04_08_14.TXT",2014-04-04,"19:44:00.44",2014-04-04 19:44:00.44,"direction unknown","A1","900_226000080345","000080345","2014"
"04_08_14.TXT",2014-04-04,"19:44:37.34",2014-04-04 19:44:37.33,"direction unknown","A1","900_226000080345","000080345","2014"
"04_08_14.TXT",2014-04-04,"19:44:38.44",2014-04-04 19:44:38.44,"direction unknown","A1","900_226000080345","000080345","2014"
"04_08_14.TXT",2014-04-04,"19:48:38.77",2014-04-04 19:48:38.76,"direction unknown","A4","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-04,"19:48:51.87",2014-04-04 19:48:51.86,"direction unknown","A4","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-04,"19:49:49.04",2014-04-04 19:49:49.03,"direction unknown","A1","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-08,"09:09:31.29",2014-04-08 09:09:31.28,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:09:33.09",2014-04-08 09:09:33.08,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:09:33.26",2014-04-08 09:09:33.25,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:09:33.43",2014-04-08 09:09:33.43,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:09:33.83",2014-04-08 09:09:33.82,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:09:33.91",2014-04-08 09:09:33.91,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:10:21.46",2014-04-08 09:10:21.46,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:10:21.54",2014-04-08 09:10:21.53,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:10:21.71",2014-04-08 09:10:21.71,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:10:21.88",2014-04-08 09:10:21.88,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:10:31.28",2014-04-08 09:10:31.27,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:10:31.45",2014-04-08 09:10:31.45,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:10:33.25",2014-04-08 09:10:33.25,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:10:33.42",2014-04-08 09:10:33.42,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:10:33.59",2014-04-08 09:10:33.58,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:10:33.76",2014-04-08 09:10:33.75,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:10:33.93",2014-04-08 09:10:33.93,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:13:15.42",2014-04-08 09:13:15.42,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:13:15.67",2014-04-08 09:13:15.67,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:13:15.93",2014-04-08 09:13:15.93,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:13:16.11",2014-04-08 09:13:16.11,"direction unknown","A4","0000_0000000178695685","178695685","2014"
"04_08_14.TXT",2014-04-08,"09:18:06.49",2014-04-08 09:18:06.49,"direction unknown","A4","900_226000080292","000080292","2014"
"04_08_14.TXT",2014-04-08,"09:18:06.74",2014-04-08 09:18:06.74,"direction unknown","A4","900_226000080292","000080292","2014"
"04_08_14.TXT",2014-04-08,"09:18:06.91",2014-04-08 09:18:06.91,"direction unknown","A4","900_226000080292","000080292","2014"
"04_08_14.TXT",2014-04-08,"09:18:07.17",2014-04-08 09:18:07.17,"direction unknown","A4","900_226000080292","000080292","2014"
"04_08_14.TXT",2014-04-08,"09:18:07.42",2014-04-08 09:18:07.42,"direction unknown","A4","900_226000080292","000080292","2014"
"04_08_14.TXT",2014-04-08,"09:18:07.67",2014-04-08 09:18:07.67,"direction unknown","A4","900_226000080292","000080292","2014"
"04_08_14.TXT",2014-04-08,"09:18:10.56",2014-04-08 09:18:10.55,"direction unknown","A4","900_226000080292","000080292","2014"
"04_08_14.TXT",2014-04-08,"11:25:59.05",2014-04-08 11:25:59.04,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:25:59.46",2014-04-08 11:25:59.46,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:25:59.71",2014-04-08 11:25:59.71,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:00.16",2014-04-08 11:26:00.16,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:00.39",2014-04-08 11:26:00.38,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:00.56",2014-04-08 11:26:00.55,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:00.81",2014-04-08 11:26:00.80,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:00.90",2014-04-08 11:26:00.90,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:31.19",2014-04-08 11:26:31.19,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:31.30",2014-04-08 11:26:31.29,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:31.36",2014-04-08 11:26:31.36,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:31.47",2014-04-08 11:26:31.47,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:31.53",2014-04-08 11:26:31.52,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:31.64",2014-04-08 11:26:31.63,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:31.78",2014-04-08 11:26:31.77,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:31.89",2014-04-08 11:26:31.88,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:31.95",2014-04-08 11:26:31.95,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:49.35",2014-04-08 11:26:49.34,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:49.60",2014-04-08 11:26:49.59,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:26:49.94",2014-04-08 11:26:49.94,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:05.44",2014-04-08 11:27:05.44,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:05.78",2014-04-08 11:27:05.77,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:05.87",2014-04-08 11:27:05.86,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:17.06",2014-04-08 11:27:17.05,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:17.08",2014-04-08 11:27:17.07,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:17.39",2014-04-08 11:27:17.38,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:17.41",2014-04-08 11:27:17.41,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:17.58",2014-04-08 11:27:17.57,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:17.65",2014-04-08 11:27:17.65,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:17.82",2014-04-08 11:27:17.81,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:17.83",2014-04-08 11:27:17.82,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:28.41",2014-04-08 11:27:28.41,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:28.75",2014-04-08 11:27:28.75,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:29.18",2014-04-08 11:27:29.18,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:29.51",2014-04-08 11:27:29.50,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:27:29.60",2014-04-08 11:27:29.59,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:15.03",2014-04-08 11:28:15.02,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:15.09",2014-04-08 11:28:15.08,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:15.25",2014-04-08 11:28:15.25,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:15.28",2014-04-08 11:28:15.27,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:15.34",2014-04-08 11:28:15.33,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:15.42",2014-04-08 11:28:15.42,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:15.59",2014-04-08 11:28:15.58,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:15.67",2014-04-08 11:28:15.67,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:15.84",2014-04-08 11:28:15.83,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:15.85",2014-04-08 11:28:15.84,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:44.36",2014-04-08 11:28:44.36,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:44.61",2014-04-08 11:28:44.61,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:44.86",2014-04-08 11:28:44.86,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:47.17",2014-04-08 11:28:47.17,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:47.66",2014-04-08 11:28:47.66,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:47.91",2014-04-08 11:28:47.91,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:28:48.42",2014-04-08 11:28:48.42,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:29:00.27",2014-04-08 11:29:00.26,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:29:00.52",2014-04-08 11:29:00.51,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:29:00.77",2014-04-08 11:29:00.76,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:29:19.05",2014-04-08 11:29:19.04,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:29:19.30",2014-04-08 11:29:19.29,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:29:21.10",2014-04-08 11:29:21.09,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"11:29:21.84",2014-04-08 11:29:21.83,"direction unknown","A4","0000_0000000178695688","178695688","2014"
"04_08_14.TXT",2014-04-08,"17:09:27.35",2014-04-08 17:09:27.34,"direction unknown","A4","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-08,"17:09:27.52",2014-04-08 17:09:27.51,"direction unknown","A4","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-08,"17:09:27.77",2014-04-08 17:09:27.76,"direction unknown","A4","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-08,"17:09:27.94",2014-04-08 17:09:27.94,"direction unknown","A4","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-08,"17:09:28.20",2014-04-08 17:09:28.20,"direction unknown","A4","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-08,"17:09:28.45",2014-04-08 17:09:28.45,"direction unknown","A4","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-08,"17:09:28.62",2014-04-08 17:09:28.61,"direction unknown","A4","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-08,"17:09:32.09",2014-04-08 17:09:32.08,"direction unknown","A4","0000_0000000181177650","181177650","2014"
"04_08_14.TXT",2014-04-08,"17:09:32.26",2014-04-08 17:09:32.25,"direction unknown","A4","0000_0000000181177650","181177650","2014"
